Data Check 1,Data Check 2 ,Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,Date(s) of Procedure,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ","(1) Confirmatory Post-Dry Weight (Optional, g) ","(2) Confirmatory Post-Dry Weight (Optional, g) ",Notes 
3/11/2026,,P1,B ,2,48,b ,0.42331,No M1 ,NA,NA,63.61725116,5.31,NA,NA,,,,
3/11/2026,,P1,B ,2,48,c,0.4336,No M1 ,NA,NA,63.61725116,5.31,NA,NA,,,,
3/11/2026,,P1,B ,1,18a,E1 ,0.42207,7/3/2025,2.7082222,7/8/2025,63.61725116,5.31,1,NA,2.95631,2.95042,2.94406,(reworked)  Averaged over 100 zip loc bags; Quality of initial filter not good
3/11/2026,,P1,B ,1,18b,E2 ,0.43449,7/3/2025,2.7082222,7/8/2025,63.61725116,5.31,1,NA,,2.98145,2.966931,(reworked)  Averaged over 100 zip loc bags; Quality of initial filter not good
3/11/2026,,P1,B ,1,18c ,E3,0.43475,7/3/2025,2.7082222,7/8/2025,63.61725116,5.31,1,NA,,,2.9233,"(reworked)  Averaged over 100 zip loc bags; Quality of initial filter not good; drying-notes beside it say ""Only w/dehydrator"" "
3/11/2026,,P1,B ,,,E4 ,0.4228,NA,NA,NA,63.61725116,5.31,NA,NA,,,,
3/11/2026,,M1,B ,1,0.5,a ,0.44001,7/8/2025,6.33622,8/5/2025,63.61725116,5.31,0.75,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.09366,,,(field) see marked photos from field for ilter conditions; Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,0.5,b ,0.42712,7/8/2025,6.36425,8/5/2025,63.61725116,5.31,0.5,8/5/2025-8/6/2025 (24 hours); 2:30 pm,6.93127,,,(field) see marked photos from field for ilter conditions; Pl astic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,0.5,c,0.4255,7/8/2025,6.34779,8/5/2025,63.61725116,5.31,0.25,8/5/2025-8/6/2025 (24 hours); 2:30 pm,6.79074,,,(field) see marked photos from field for ilter conditions; Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,2,a ,0.44051,7/8/2025,6.30105,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.09089,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,2,b ,0.4424,7/8/2025,6.41347,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.12672,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,2,c,0.42581,7/8/2025,6.34239,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.29905,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,6,a ,0.44106,7/8/2025,6.38597,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.75858,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,6,b ,0.43987,7/8/2025,6.35878,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.31746,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,6,c,0.42693,7/8/2025,6.34941,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.8081,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,12,a ,0.44022,7/8/2025,6.33933,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.07426,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,12,b ,0.42604,7/8/2025,6.3744,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.8149,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,12,c,0.4434,7/8/2025,6.32331,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.15284,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,24,a ,0.42606,7/8/2025,6.39057,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.49463,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,24,b ,0.44155,7/8/2025,6.3825,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.42101,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,24,c,0.4404,7/8/2025,6.3805,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.36269,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,48,a ,0.42638,7/8/2025,6.34227,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.61399,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,48,b ,0.44007,7/8/2025,6.30353,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,7.59071,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,1,48,c,0.42473,7/8/2025,6.31787,8/5/2025,63.61725116,5.31,1,8/5/2025-8/6/2025 (24 hours); 2:30 pm,8.07013,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,2,0.5,a ,0.42314,7/8/2025,6.96177,8/5/2025,63.61725116,5.31,0.5,8/6/2025-8/7/2025 (24 hours),7.48863,,,(field) see marked photos from field for filter conditions; Filters originally weighed for P1 
3/11/2026,,M1,B ,2,0.5,b ,0.43435,7/8/2025,6.92768,8/5/2025,63.61725116,5.31,0.25,8/6/2025-8/7/2025 (24 hours),8.58295,,,(field) see marked photos from field for filter conditions; Filters originally weighed for P1 
3/11/2026,,M1,B ,2,0.5,c,0.42417,7/8/2025,6.98699,8/5/2025,63.61725116,5.31,0.75,8/6/2025-8/7/2025 (24 hours),8.02378,,,(field) see marked photos from field for filter conditions; Filters originally weighed for P1 
3/11/2026,,M1,B ,2,2,a ,0.43548,7/8/2025,7.01318,8/5/2025,63.61725116,5.31,0.75,8/6/2025-8/7/2025 (24 hours),8.24031,,,(field) see marked photos from field for filter conditions; Filters originally weighed for P1 
3/11/2026,,M1,B ,2,2,b ,0.43514,7/8/2025,7.05628,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),9.06361,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,2,c,0.43568,7/8/2025,7.01187,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.68815,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,6,a ,0.42259,7/8/2025,6.94696,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.89847,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,6,b ,0.43376,7/8/2025,7.06978,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),9.45893,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,6,c,0.42445,7/8/2025,7.02391,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),9.42816,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,12,a ,0.43321,7/8/2025,6.94625,8/5/2025,63.61725116,5.31,0.75,8/6/2025-8/7/2025 (24 hours),8.67181,,,(field) see marked photos from field for filter conditions; Filters originally weighed for P1 
3/11/2026,,M1,B ,2,12,b ,0.43595,7/8/2025,6.99248,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),9.61019,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,12,c,0.42329,7/8/2025,7.06818,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.57641,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,24,a ,0.43371,7/8/2025,6.93755,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.29529,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,24,b ,0.42358,7/8/2025,7.01829,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.40446,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,24,c,0.4364,7/8/2025,6.9791,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.34494,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,48,a ,0.43656,7/8/2025,6.96286,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),9.31357,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,48,b ,0.42331,7/8/2025,7.00954,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.67718,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,2,48,c,0.4336,7/8/2025,6.97519,8/5/2025,63.61725116,5.31,1,8/6/2025-8/7/2025 (24 hours),8.91843,,,Filters originally weighed for P1 
3/11/2026,,M1,B ,,,E1 (B1-18a),0.42207,7/8/2025,6.31387,8/5/2025,63.61725116,5.31,1,,7.21298,,,Filters originally weighed for P1 ; Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,,,E2  (B1-18b),0.43449,7/8/2025,6.5303,8/5/2025,63.61725116,5.31,1,,7.44938,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,,,E3 (B1-18c),0.43475,7/8/2025,6.32837,8/5/2025,63.61725116,5.31,1,,7.28373,,,Plastic bags originally for P1 and measured for P1 
3/11/2026,,M1,B ,,,E4 ,0.4228,NA,NA,NA,63.61725116,5.31,NA,,,,,
3/11/2026,,M1,G,1,0.5,a ,0.42669,7/9/2025,6.58053,8/6/2025,63.61725116,5.31,1,,6.62975,,,
3/11/2026,,M1,G,1,0.5,b ,0.43941,7/9/2025,6.60607,8/6/2025,63.61725116,5.31,0.75,,10.90851,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,1,0.5,c,0.43635,7/9/2025,6.58266,8/6/2025,63.61725116,5.31,1,,15.80663,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,1,2,a ,0.42356,7/9/2025,6.59462,8/6/2025,63.61725116,5.31,0.5,,7.50622,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,1,2,b ,0.43584,7/9/2025,6.65154,8/6/2025,63.61725116,5.31,1,,8.43016,,,
3/11/2026,,M1,G,1,2,c,0.42372,7/9/2025,6.60981,8/6/2025,63.61725116,5.31,1,,10.19847,,,
3/11/2026,,M1,G,1,6,a ,0.43828,7/9/2025,6.67233,8/6/2025,63.61725116,5.31,1,,10.01104,,,
3/11/2026,,M1,G,1,6,b ,0.42449,7/9/2025,6.64696,8/6/2025,63.61725116,5.31,1,,8.9651,,,
3/11/2026,,M1,G,1,6,c,0.43803,7/9/2025,6.64503,8/6/2025,63.61725116,5.31,1,,9.26942,,,
3/11/2026,,M1,G,1,12,a ,0.42455,7/9/2025,6.69969,8/6/2025,63.61725116,5.31,1,,8.68407,,,
3/11/2026,,M1,G,1,12,b ,0.4363,7/9/2025,6.62182,8/6/2025,63.61725116,5.31,1,,8.58856,,,
3/11/2026,,M1,G,1,12,c,0.42479,7/9/2025,6.68327,8/6/2025,63.61725116,5.31,1,,8.7545,,,
3/11/2026,,M1,G,1,24,a ,0.438,7/9/2025,6.68204,8/6/2025,63.61725116,5.31,1,,8.27366,,,
3/11/2026,,M1,G,1,24,b ,0.43867,7/9/2025,6.66069,8/6/2025,63.61725116,5.31,1,,8.06063,,,
3/11/2026,,M1,G,1,24,c,0.42518,7/9/2025,6.58249,8/6/2025,63.61725116,5.31,1,,8.32552,,,some gold mold on it 
3/11/2026,,M1,G,1,48,a ,0.43807,7/9/2025,6.62673,8/6/2025,63.61725116,5.31,0.5,,7.41119,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,1,48,b ,0.42597,7/9/2025,6.62903,8/6/2025,63.61725116,5.31,1,,7.45183,,,
3/11/2026,,M1,G,1,48,c,0.43694,7/9/2025,6.66164,8/6/2025,63.61725116,5.31,1,,7.48447,,,
3/11/2026,,M1,G,2,0.5,a ,0.42444,7/9/2025,6.61412,8/6/2025,63.61725116,5.31,0,,6.60996,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,2,0.5,b ,0.43743,7/9/2025,6.59618,8/6/2025,63.61725116,5.31,0,,6.60447,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,2,0.5,c,0.43774,7/9/2025,6.58164,8/6/2025,63.61725116,5.31,0,,6.58134,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,2,2,a ,0.42283,7/9/2025,6.6538,8/6/2025,63.61725116,5.31,0.5,,20.63699,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,G,2,2,b ,0.43595,7/9/2025,6.58192,8/6/2025,63.61725116,5.31,1,,64.7865,,,
3/11/2026,,M1,G,2,2,c,0.42492,7/9/2025,6.649,8/6/2025,63.61725116,2.655,1,,11.85129,,,1 rubber band lost-take into account for the surface area
3/11/2026,,M1,G,2,6,a ,0.42946,7/9/2025,6.59414,8/6/2025,63.61725116,5.31,1,,8.61379,,,
3/11/2026,,M1,G,2,6,b ,0.43231,7/9/2025,6.63723,8/6/2025,63.61725116,5.31,1,,8.66661,,,
3/11/2026,,M1,G,2,6,c,0.4328,7/9/2025,6.69157,8/6/2025,63.61725116,5.31,1,,8.71469,,,
3/11/2026,,M1,G,2,12,a ,0.43375,7/9/2025,6.55739,8/6/2025,63.61725116,5.31,1,,8.24541,,,
3/11/2026,,M1,G,2,12,b ,0.43256,7/9/2025,6.64941,8/6/2025,63.61725116,5.31,1,,8.27814,,,
3/11/2026,,M1,G,2,12,c,0.43267,7/9/2025,6.63736,8/6/2025,63.61725116,5.31,1,,8.37073,,,
3/11/2026,,M1,G,2,24,a ,0.42796,7/9/2025,6.58768,8/6/2025,63.61725116,5.31,1,,7.54795,,,
3/11/2026,,M1,G,2,24,b ,0.42898,7/9/2025,6.53838,8/6/2025,63.61725116,5.31,1,,7.50952,,,
3/11/2026,,M1,G,2,24,c,0.43245,7/9/2025,6.61165,8/6/2025,63.61725116,5.31,1,,7.61164,,,
3/11/2026,,M1,G,2,48,a ,0.42977,7/9/2025,6.62462,8/6/2025,63.61725116,5.31,1,,7.61727,,,
3/11/2026,,M1,G,2,48,b ,0.43139,7/9/2025,6.64268,8/6/2025,63.61725116,5.31,1,,7.69618,,,orange mold on filter?
3/11/2026,,M1,G,2,48,c,0.42964,7/9/2025,6.58367,8/6/2025,63.61725116,5.31,1,,7.43229,,,
3/11/2026,,M1,G,,,E1 ,0.4321,NA,6.4449,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,G,,,E2 ,0.43558,NA,6.68937,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,G,,,E3,0.42677,NA,6.61154,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,G,,,E4 ,0.43303,NA,6.6825,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,0.5,a ,0.42776,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,0.5,b ,0.43178,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,0.5,c,0.42708,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,2,a ,0.434,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,2,b ,0.43365,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,2,c,0.42503,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,6,a ,0.431782,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,6,b ,0.42466,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,6,c,0.43222,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,12,a ,0.42714,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,12,b ,0.43037,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,12,c,0.42927,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,24,a ,0.4273,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,24,b ,0.43082,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,24,c,0.42634,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,48,a ,0.43247,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,48,b ,0.428905,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,1,48,c,0.43126,NA,No M1,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,2,0.5,a ,0.42488,7/10/2025,6.65062,8/7/2025,63.61725116,5.31,0,,6.66619,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,0.5,b ,0.4265,7/10/2025,6.67601,8/7/2025,63.61725116,5.31,0.25,,6.90005,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,0.5,c,0.43227,7/10/2025,6.62626,8/7/2025,63.61725116,5.31,0.25,,6.82556,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,2,a ,0.42868,7/10/2025,6.64936,8/7/2025,63.61725116,5.31,0.25,,6.89455,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,2,b ,0.43172,7/10/2025,6.68775,8/7/2025,63.61725116,5.31,0,,6.76224,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,2,c,0.42644,7/10/2025,6.63587,8/7/2025,63.61725116,5.31,1,,7.34914,,,
3/11/2026,,M1,C,2,6,a ,0.43198,7/10/2025,6.64065,8/7/2025,63.61725116,5.31,1,,7.58966,,,
3/11/2026,,M1,C,2,6,b ,0.42608,7/10/2025,6.61558,8/7/2025,63.61725116,5.31,0.5,,7.35239,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,6,c,0.42168,7/10/2025,6.60603,8/7/2025,63.61725116,5.31,1,,7.50454,,,
3/11/2026,,M1,C,2,12,a ,0.433,7/10/2025,6.6974,8/7/2025,63.61725116,5.31,1,,7.5755,,,
3/11/2026,,M1,C,2,12,b ,0.4218,7/10/2025,6.63743,8/7/2025,63.61725116,5.31,1,,7.56386,,,
3/11/2026,,M1,C,2,12,c,0.42931,7/10/2025,6.65113,8/7/2025,63.61725116,5.31,0.75,,7.45535,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,24,a ,0.42086,7/10/2025,6.62479,8/7/2025,63.61725116,5.31,1,,8.30431,,,
3/11/2026,,M1,C,2,24,b ,0.43197,7/10/2025,6.61759,8/7/2025,63.61725116,5.31,1,,8.19711,,,
3/11/2026,,M1,C,2,24,c,0.42454,7/10/2025,6.67019,8/7/2025,63.61725116,5.31,1,,8.51288,,,
3/11/2026,,M1,C,2,48,a ,0.42446,7/10/2025,6.55801,8/7/2025,63.61725116,5.31,1,,7.84496,,,
3/11/2026,,M1,C,2,48,b ,0.4316,7/10/2025,6.62896,8/7/2025,63.61725116,5.31,0? ,,7.39917,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,48,c,0.42411,7/10/2025,6.6049,8/7/2025,63.61725116,5.31,0.25,,8.00951,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,C,2,,E1 ,0.43121,NA,6.584,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,2,,E2 ,0.42387,NA,6.56527,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,2,,E3,0.43196,NA,6.62118,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,C,2,,E4 ,0.42092,NA,6.66982,NA,63.61725116,5.31,NA,,NA,,,
3/11/2026,,M1,S,1,0.5,a ,0.42259,7/11/2025,6.69368,8/8/2025,63.61725116,5.31,0.50?,16-17 September 65 degrees ,9.60234,,,(field) see marked photos from field for filter conditions; lots of plant matter in bag 
3/11/2026,,M1,S,1,0.5,b ,0.43188,7/11/2025,6.5922,8/8/2025,63.61725116,5.31,0,16-17 September 65 degrees ,6.63112,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,S,1,0.5,c,0.42029,7/11/2025,6.69182,8/8/2025,63.61725116,5.31,0,16-17 September 65 degrees ,6.74344,,,(field) see marked photos from field for filter conditions
3/11/2026,,M1,S,1,2,a ,0.43143,7/11/2025,6.66461,8/8/2025,63.61725116,5.31,1,16-17 September 65 degrees ,8.25936,,,lots of plants on the filter-doesn't look like that much sediment
