Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star,Month,Species,Cover,AvgHt,MaxHt
M7,GiantMarsh,T1,0.5,a,2026-01-23,2026-02-20,2026,0.17891598,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5a,2.067462535,1.195887069,February,DISP,60,15,20.5
M7,GiantMarsh,T1,0.5,a,2026-01-23,2026-02-20,2026,0.17891598,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5a,2.067462535,1.195887069,February,SAPA,40,26,29
M7,GiantMarsh,T1,0.5,b,2026-01-23,2026-02-20,2026,0.161175958,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5b,2.066243332486665,1.194492855,February,DISP,60,15,20.5
M7,GiantMarsh,T1,0.5,b,2026-01-23,2026-02-20,2026,0.161175958,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5b,2.066243332486665,1.194492855,February,SAPA,40,26,29
M7,GiantMarsh,T1,0.5,c,2026-01-23,2026-02-20,2026,0.228037876,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5c,2.0574041148082296,1.184384803,February,DISP,60,15,20.5
M7,GiantMarsh,T1,0.5,c,2026-01-23,2026-02-20,2026,0.228037876,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5c,2.0574041148082296,1.184384803,February,SAPA,40,26,29
M7,GiantMarsh,T1,2,a,2026-01-23,2026-02-20,2026,4.919824554,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2a,2.0183896367792733,1.139769955,February,SAPA,50,29,31
M7,GiantMarsh,T1,2,b,2026-01-23,2026-02-20,2026,11.16268422,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2b,2.019304038608077,1.140815615,February,SAPA,50,29,31
M7,GiantMarsh,T1,2,c,2026-01-23,2026-02-20,2026,6.171787301,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2c,2.0189992379984756,1.140467062,February,SAPA,50,29,31
M7,GiantMarsh,T1,6,a,2026-01-23,2026-02-20,2026,12.71768696,0,0,0,1,0,0,1,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6a,1.9723647447294896,1.087138376,February,SAPA,80,39,42.5
M7,GiantMarsh,T1,6,b,2026-01-23,2026-02-20,2026,14.02489079,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6b,1.9793751587503172,1.095155106,February,SAPA,80,39,42.5
M7,GiantMarsh,T1,6,c,2026-01-23,2026-02-20,2026,17.87767548,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6c,1.9763271526543051,1.091669571,February,SAPA,80,39,42.5
M7,GiantMarsh,T1,12,a,2026-01-23,2026-02-20,2026,8.038138656,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12a,1.9418846837693675,1.052283025,February,SAPA,60,51,71
M7,GiantMarsh,T1,12,b,2026-01-23,2026-02-20,2026,5.83837594,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12b,1.9495046990093976,1.060996863,February,SAPA,60,51,71
M7,GiantMarsh,T1,12,c,2026-01-23,2026-02-20,2026,6.735875086,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12c,1.9577343154686309,1.070407808,February,SAPA,60,51,71
M7,GiantMarsh,T1,24,a,2026-01-23,2026-02-20,2026,4.820794811,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24a,1.94005588011176,1.050191704,February,SAPA,85,38,44
M7,GiantMarsh,T1,24,b,2026-01-23,2026-02-20,2026,3.453297364,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24b,1.9467614935229869,1.057859881,February,SAPA,85,38,44
M7,GiantMarsh,T1,24,c,2026-01-23,2026-02-20,2026,4.112316721,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24c,1.952247904495809,1.064133845,February,SAPA,85,38,44
M7,GiantMarsh,T1,48,a,2026-01-23,2026-02-20,2026,1.152708448,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48a,1.8736093472186943,0.974207041,February,SAPA,45,36,45
M7,GiantMarsh,T1,48,b,2026-01-23,2026-02-20,2026,1.410275601,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48b,1.8595885191770385,0.95817358,February,SAPA,45,36,45
M7,GiantMarsh,T1,48,c,2026-01-23,2026-02-20,2026,2.367170137,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48c,1.886106172212344,0.988497734,February,SAPA,45,36,45
M7,GiantMarsh,T2,0.5,a,2026-01-23,2026-02-20,2026,-0.052770951,0,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5a,2.0357632715265432,1.159637504,February,SAPA,10,28,28
M7,GiantMarsh,T2,0.5,b,2026-01-23,2026-02-20,2026,0.288949028,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5b,2.041249682499365,1.165911467,February,SAPA,10,28,28
M7,GiantMarsh,T2,0.5,c,2026-01-23,2026-02-20,2026,-5.836130368,0,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5c,2.0519177038354077,1.17811084,February,SAPA,10,28,28
M7,GiantMarsh,T2,2,a,2026-01-23,2026-02-20,2026,10.97310177,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2a,2.0616713233426465,1.189264552,February,SAPA,50,23.5,29
M7,GiantMarsh,T2,2,b,2026-01-23,2026-02-20,2026,36.153547090000004,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2b,2.054051308102616,1.180550715,February,SAPA,50,23.5,29
M7,GiantMarsh,T2,2,c,2026-01-23,2026-02-20,2026,2.897293639,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2c,2.0564897129794257,1.183339143,February,SAPA,50,23.5,29
M7,GiantMarsh,T2,6,a,2026-01-23,2026-02-20,2026,58.14084461,0,0,0,1,0,0,1,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6a,1.9406654813309625,1.050888811,February,SAPA,90,33,37.5
M7,GiantMarsh,T2,6,b,2026-01-23,2026-02-20,2026,40.76106867,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6b,1.9434086868173737,1.054025793,February,SAPA,90,33,37.5
M7,GiantMarsh,T2,6,c,2026-01-23,2026-02-20,2026,44.55159486,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6c,1.9473710947421896,1.058556988,February,SAPA,90,33,37.5
M7,GiantMarsh,T2,12,a,2026-01-23,2026-02-20,2026,10.75219359,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12a,1.9333502667005331,1.042523527,February,SAPA,90,39,45.5
M7,GiantMarsh,T2,12,b,2026-01-23,2026-02-20,2026,10.25227303,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12b,1.9354838709677415,1.044963402,February,SAPA,90,39,45.5
M7,GiantMarsh,T2,12,c,2026-01-23,2026-02-20,2026,10.88732091,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12c,1.9318262636525272,1.04078076,February,SAPA,90,39,45.5
M7,GiantMarsh,T2,24,a,2026-01-23,2026-02-20,2026,5.4203065,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24a,1.9357886715773431,1.045311955,February,SAPA,70,41,46
M7,GiantMarsh,T2,24,b,2026-01-23,2026-02-20,2026,4.787391922,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24b,1.9406654813309625,1.050888811,February,SAPA,70,41,46
M7,GiantMarsh,T2,24,c,2026-01-23,2026-02-20,2026,4.532294898,0,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24c,1.9354838709677415,1.044963402,February,SAPA,70,41,46
M7,GiantMarsh,T2,48,a,2026-01-23,2026-02-20,2026,5.033675074,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48a,1.8733045466090932,0.973858487,February,SAPA,90,37,43
M7,GiantMarsh,T2,48,b,2026-01-23,2026-02-20,2026,2.740159711,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48b,1.897078994157988,1.001045661,February,SAPA,90,37,43
M7,GiantMarsh,T2,48,c,2026-01-23,2026-02-20,2026,3.950803927,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48c,1.8836677673355344,0.985709306,February,SAPA,90,37,43
M7,CorteMadera,T1,0.5,a,2026-01-10,2026-02-07,2026,0.165442546,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-0.5a,1.6593345186690371,0.772363636,February,JACA,70,14,15
M7,CorteMadera,T1,0.5,a,2026-01-10,2026-02-07,2026,0.165442546,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-0.5a,1.6593345186690371,0.772363636,February,SAPA,15,22,25
M7,CorteMadera,T1,0.5,b,2026-01-10,2026-02-07,2026,0.059114693,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-0.5b,1.6684785369570738,0.783272727,February,JACA,70,14,15
M7,CorteMadera,T1,0.5,b,2026-01-10,2026-02-07,2026,0.059114693,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-0.5b,1.6684785369570738,0.783272727,February,SAPA,15,22,25
M7,CorteMadera,T1,0.5,c,2026-01-10,2026-02-07,2026,0.317411658,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-0.5c,1.6614681229362456,0.774909091,February,JACA,70,14,15
M7,CorteMadera,T1,0.5,c,2026-01-10,2026-02-07,2026,0.317411658,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-0.5c,1.6614681229362456,0.774909091,February,SAPA,15,22,25
M7,CorteMadera,T1,2,a,2026-01-10,2026-02-07,2026,1.005398899,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-2a,1.6462280924561847,0.756727273,February,SAPA,10,35,35
M7,CorteMadera,T1,2,a,2026-01-10,2026-02-07,2026,1.005398899,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-2a,1.6462280924561847,0.756727273,February,JACA,70,15,17.5
M7,CorteMadera,T1,2,b,2026-01-10,2026-02-07,2026,0.009655961,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-2b,1.6480568961137922,0.758909091,February,SAPA,10,35,35
M7,CorteMadera,T1,2,b,2026-01-10,2026-02-07,2026,0.009655961,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-2b,1.6480568961137922,0.758909091,February,JACA,70,15,17.5
M7,CorteMadera,T1,2,c,2026-01-10,2026-02-07,2026,2.168549259,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-2c,1.6462280924561847,0.756727273,February,SAPA,10,35,35
M7,CorteMadera,T1,2,c,2026-01-10,2026-02-07,2026,2.168549259,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-2c,1.6462280924561847,0.756727273,February,JACA,70,15,17.5
M7,CorteMadera,T1,6,a,2026-01-10,2026-02-07,2026,3.204993196,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-6a,1.664516129032258,0.778545455,February,DISP,90,25,31
M7,CorteMadera,T1,6,a,2026-01-10,2026-02-07,2026,3.204993196,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-6a,1.664516129032258,0.778545455,February,SAPA,15,31,30.5
M7,CorteMadera,T1,6,b,2026-01-10,2026-02-07,2026,6.58020078,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-6b,1.6620777241554483,0.775636364,February,DISP,90,25,31
M7,CorteMadera,T1,6,b,2026-01-10,2026-02-07,2026,6.58020078,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-6b,1.6620777241554483,0.775636364,February,SAPA,15,31,30.5
