Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star,Month,Species,Cover,AvgHt,MaxHt
M1,Buck'sLanding,T1,24,a,2025-07-08,2025-08-05,2025,3.806245204,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-24a,1.8641605283210565,0.987261146,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,24,b,2025-07-08,2025-08-05,2025,3.351292238,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-24b,1.869037338074676,0.992922859,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,24,c,2025-07-08,2025-08-05,2025,3.041571666,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-24c,1.8714757429514857,0.995753715,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,48,a,2025-07-08,2025-08-05,2025,4.745680415,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B1-48a,1.856845313690627,0.978768577,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,48,b,2025-07-08,2025-08-05,2025,4.755617072,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B1-48b,1.850749301498603,0.971691437,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,48,c,2025-07-08,2025-08-05,2025,7.452661794,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B1-48c,1.8516637033274064,0.972753008,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,0.5,a,2025-07-08,2025-08-05,2025,3.540032597,1,0,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-0.5a,1.6338836677673354,0.7199221515,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,0.5,b,2025-07-08,2025-08-05,2025,34.73187521,1,0,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-0.5b,1.6431800863601729,0.730714791,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,0.5,c,2025-07-08,2025-08-05,2025,5.37936223,1,0,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-0.5c,1.6407416814833629,0.727883935,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,2,a,2025-07-08,2025-08-05,2025,6.740609501,1,0,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-2a,1.773329946659893,0.881811748,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,2,b,2025-07-08,2025-08-05,2025,8.826166147,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-2b,1.7654051308102614,0.872611465,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,2,c,2025-07-08,2025-08-05,2025,6.964642774,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-2c,1.7696723393446787,0.877565464,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,6,a,2025-07-08,2025-08-05,2025,8.583251354,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-6a,1.843738887477775,0.963552725,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,6,b,2025-07-08,2025-08-05,2025,10.9774245,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-6b,1.8394716789433576,0.958598726,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,6,c,2025-07-08,2025-08-05,2025,11.11446055,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B2-6c,1.8376428752857503,0.956475584,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,12,a,2025-07-08,2025-08-05,2025,10.48422195,1,0,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B2-12a,1.84008128016256,0.95930644,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,12,b,2025-07-08,2025-08-05,2025,12.24825005,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B2-12b,1.835814071628143,0.954352442,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,12,c,2025-07-08,2025-08-05,2025,6.090778277,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B2-12c,1.822098044196088,0.938428875,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,24,a,2025-07-08,2025-08-05,2025,5.187440643,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B2-24a,1.8266700533401063,0.94373673,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,24,b,2025-07-08,2025-08-05,2025,5.403913822,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B2-24b,1.8294132588265175,0.946921444,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,24,c,2025-07-08,2025-08-05,2025,5.21781201,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B2-24c,1.8446532893065783,0.964614296,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,48,a,2025-07-08,2025-08-05,2025,10.74590599,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B2-48a,1.8416052832105665,0.961075725,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,48,b,2025-07-08,2025-08-05,2025,6.985582736,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B2-48b,1.8525781051562105,0.973814579,August,NA,NA,NA,NA
M1,Buck'sLanding,T2,48,c,2025-07-08,2025-08-05,2025,8.475014764,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B2-48c,1.849530099060198,0.970276008,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,18,a,2025-07-08,2025-08-05,2025,2.678069635,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-18a,1.8736093472186943,0.998230715,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,18,b,2025-07-08,2025-08-05,2025,2.720454814,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-18b,1.8745237490474984,0.999292286,August,NA,NA,NA,NA
M1,Buck'sLanding,T1,18,c,2025-07-08,2025-08-05,2025,2.922668607,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-18c,1.8806197612395223,1.006369427,August,NA,NA,NA,NA
M1,GiantMarsh,T1,0.5,a,2025-07-09,2025-08-06,2025,-2.119090527,0,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-0.5a,2.067462535,1.195887069,August,NA,NA,NA,NA
M1,GiantMarsh,T1,0.5,b,2025-07-09,2025-08-06,2025,29.73798419,1,0,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-0.5b,2.066243332486665,1.194492855,August,NA,NA,NA,NA
M1,GiantMarsh,T1,0.5,c,2025-07-09,2025-08-06,2025,49.33309216,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-0.5c,2.0574041148082296,1.184384803,August,NA,NA,NA,NA
M1,GiantMarsh,T1,2,a,2025-07-09,2025-08-06,2025,7.857482357,1,0,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-2a,2.0183896367792733,1.139769955,August,NA,NA,NA,NA
M1,GiantMarsh,T1,2,b,2025-07-09,2025-08-06,2025,7.538274241,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-2b,2.019304038608077,1.140815615,August,NA,NA,NA,NA
M1,GiantMarsh,T1,2,c,2025-07-09,2025-08-06,2025,17.76775472,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-2c,2.0189992379984756,1.140467062,August,NA,NA,NA,NA
M1,GiantMarsh,T1,6,a,2025-07-09,2025-08-06,2025,16.28281383,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-6a,1.9723647447294896,1.087138376,August,NA,NA,NA,NA
M1,GiantMarsh,T1,6,b,2025-07-09,2025-08-06,2025,10.6308204,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-6b,1.9793751587503172,1.095155106,August,NA,NA,NA,NA
M1,GiantMarsh,T1,6,c,2025-07-09,2025-08-06,2025,12.27407414,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G1-6c,1.9763271526543051,1.091669571,August,NA,NA,NA,NA
M1,GiantMarsh,T1,12,a,2025-07-09,2025-08-06,2025,8.75677796,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G1-12a,1.9418846837693675,1.052283025,August,NA,NA,NA,NA
M1,GiantMarsh,T1,12,b,2025-07-09,2025-08-06,2025,8.591784529,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G1-12b,1.9495046990093976,1.060996863,August,NA,NA,NA,NA
M1,GiantMarsh,T1,12,c,2025-07-09,2025-08-06,2025,9.243000523,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G1-12c,1.9577343154686309,1.070407808,August,NA,NA,NA,NA
M1,GiantMarsh,T1,24,a,2025-07-09,2025-08-06,2025,6.476343057,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G1-24a,1.94005588011176,1.050191704,August,NA,NA,NA,NA
M1,GiantMarsh,T1,24,b,2025-07-09,2025-08-06,2025,5.396503433,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G1-24b,1.9467614935229869,1.057859881,August,NA,NA,NA,NA
M1,GiantMarsh,T1,24,c,2025-07-09,2025-08-06,2025,7.398318942,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G1-24c,1.952247904495809,1.064133845,August,NA,NA,NA,NA
M1,GiantMarsh,T1,48,a,2025-07-09,2025-08-06,2025,6.348513849,1,0,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G1-48a,1.8736093472186943,0.974207041,August,NA,NA,NA,NA
M1,GiantMarsh,T1,48,b,2025-07-09,2025-08-06,2025,2.227776231,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G1-48b,1.8595885191770385,0.95817358,August,NA,NA,NA,NA
M1,GiantMarsh,T1,48,c,2025-07-09,2025-08-06,2025,2.166359826,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G1-48c,1.886106172212344,0.988497734,August,NA,NA,NA,NA
M1,GiantMarsh,T2,0.5,a,2025-07-09,2025-08-06,2025,NA,1,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-0.5a,2.0357632715265432,1.159637504,August,NA,NA,NA,NA
M1,GiantMarsh,T2,0.5,b,2025-07-09,2025-08-06,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-0.5b,2.041249682499365,1.165911467,August,NA,NA,NA,NA
M1,GiantMarsh,T2,0.5,c,2025-07-09,2025-08-06,2025,NA,1,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-0.5c,2.0519177038354077,1.17811084,August,NA,NA,NA,NA
M1,GiantMarsh,T2,2,a,2025-07-09,2025-08-06,2025,154.6275886,1,0,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-2a,2.0616713233426465,1.189264552,August,NA,NA,NA,NA
M1,GiantMarsh,T2,2,b,2025-07-09,2025-08-06,2025,324.3091016,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-2b,2.054051308102616,1.180550715,August,NA,NA,NA,NA
M1,GiantMarsh,T2,2,c,2025-07-09,2025-08-06,2025,26.81982545,0,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-2c,2.0564897129794257,1.183339143,August,NA,NA,NA,NA
M1,GiantMarsh,T2,6,a,2025-07-09,2025-08-06,2025,8.927216905,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-6a,1.9406654813309625,1.050888811,August,NA,NA,NA,NA
M1,GiantMarsh,T2,6,b,2025-07-09,2025-08-06,2025,8.96584075,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-6b,1.9434086868173737,1.054025793,August,NA,NA,NA,NA
M1,GiantMarsh,T2,6,c,2025-07-09,2025-08-06,2025,8.927946716,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Edge,G2-6c,1.9473710947421896,1.058556988,August,NA,NA,NA,NA
M1,GiantMarsh,T2,12,a,2025-07-09,2025-08-06,2025,7.04138521,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G2-12a,1.9333502667005331,1.042523527,August,NA,NA,NA,NA
M1,GiantMarsh,T2,12,b,2025-07-09,2025-08-06,2025,6.71521582,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G2-12b,1.9354838709677415,1.044963402,August,NA,NA,NA,NA
M1,GiantMarsh,T2,12,c,2025-07-09,2025-08-06,2025,7.302040026,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G2-12c,1.9318262636525272,1.04078076,August,NA,NA,NA,NA
M1,GiantMarsh,T2,24,a,2025-07-09,2025-08-06,2025,2.9883516,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G2-24a,1.9357886715773431,1.045311955,August,NA,NA,NA,NA
M1,GiantMarsh,T2,24,b,2025-07-09,2025-08-06,2025,3.04364882,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G2-24b,1.9406654813309625,1.050888811,August,NA,NA,NA,NA
M1,GiantMarsh,T2,24,c,2025-07-09,2025-08-06,2025,3.186130388,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Platform,G2-24c,1.9354838709677415,1.044963402,August,NA,NA,NA,NA
M1,GiantMarsh,T2,48,a,2025-07-09,2025-08-06,2025,3.15996947,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G2-48a,1.8733045466090932,0.973858487,August,NA,NA,NA,NA
M1,GiantMarsh,T2,48,b,2025-07-09,2025-08-06,2025,3.492482602,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G2-48b,1.897078994157988,1.001045661,August,NA,NA,NA,NA
M1,GiantMarsh,T2,48,c,2025-07-09,2025-08-06,2025,2.352124802,0,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G2-48c,1.8836677673355344,0.985709306,August,NA,NA,NA,NA
M1,CorteMadera,T1,0.5,a,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-0.5a,1.6593345186690371,0.772363636,NA,NA,NA,NA,NA
M1,CorteMadera,T1,0.5,b,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-0.5b,1.6684785369570738,0.783272727,NA,NA,NA,NA,NA
M1,CorteMadera,T1,0.5,c,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-0.5c,1.6614681229362456,0.774909091,NA,NA,NA,NA,NA
M1,CorteMadera,T1,2,a,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-2a,1.6462280924561847,0.756727273,NA,NA,NA,NA,NA
M1,CorteMadera,T1,2,b,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-2b,1.6480568961137922,0.758909091,NA,NA,NA,NA,NA
M1,CorteMadera,T1,2,c,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-2c,1.6462280924561847,0.756727273,NA,NA,NA,NA,NA
M1,CorteMadera,T1,6,a,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-6a,1.664516129032258,0.778545455,NA,NA,NA,NA,NA
M1,CorteMadera,T1,6,b,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-6b,1.6620777241554483,0.775636364,NA,NA,NA,NA,NA
M1,CorteMadera,T1,6,c,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C1-6c,1.6529337058674116,0.764727273,NA,NA,NA,NA,NA
M1,CorteMadera,T1,12,a,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C1-12a,1.6413512827025651,0.750909091,NA,NA,NA,NA,NA
M1,CorteMadera,T1,12,b,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C1-12b,1.6447040894081788,0.754909091,NA,NA,NA,NA,NA
M1,CorteMadera,T1,12,c,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C1-12c,1.659029718059436,0.772,NA,NA,NA,NA,NA
M1,CorteMadera,T1,24,a,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C1-24a,1.7199898399796798,0.844727273,NA,NA,NA,NA,NA
M1,CorteMadera,T1,24,b,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C1-24b,1.7184658369316737,0.842909091,NA,NA,NA,NA,NA
M1,CorteMadera,T1,24,c,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C1-24c,1.7141986283972566,0.837818182,NA,NA,NA,NA,NA
M1,CorteMadera,T1,48,a,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C1-48a,1.732486665,0.859636364,NA,NA,NA,NA,NA
M1,CorteMadera,T1,48,b,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C1-48b,1.7108458216916431,0.833818182,NA,NA,NA,NA,NA
M1,CorteMadera,T1,48,c,NA,NA,2025,NA,1,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C1-48c,1.7065786131572265,0.828727273,NA,NA,NA,NA,NA
M1,CorteMadera,T2,0.5,a,2025-07-10,2025-08-07,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-0.5a,1.621234442468885,0.726909091,August,NA,NA,NA,NA
M1,CorteMadera,T2,0.5,b,2025-07-10,2025-08-07,2025,2.636638824,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-0.5b,1.6392176784353567,0.748363636,August,NA,NA,NA,NA
M1,CorteMadera,T2,0.5,c,2025-07-10,2025-08-07,2025,2.048691832,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-0.5c,1.6495808991617982,0.760727273,August,NA,NA,NA,NA
M1,CorteMadera,T2,2,a,2025-07-10,2025-08-07,2025,3.099339015,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-2a,1.656286512573025,0.768727273,August,NA,NA,NA,NA
M1,CorteMadera,T2,2,b,2025-07-10,2025-08-07,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-2b,1.6544577089154178,0.766545455,August,NA,NA,NA,NA
M1,CorteMadera,T2,2,c,2025-07-10,2025-08-07,2025,1.610243823,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-2c,1.6556769113538228,0.768,August,NA,NA,NA,NA
M1,CorteMadera,T2,6,a,2025-07-10,2025-08-07,2025,2.902570735,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-6a,1.6623825247650494,0.776,August,NA,NA,NA,NA
M1,CorteMadera,T2,6,b,2025-07-10,2025-08-07,2025,5.880817259,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-6b,1.6727457454914911,0.788363636,August,NA,NA,NA,NA
M1,CorteMadera,T2,6,c,2025-07-10,2025-08-07,2025,2.676890709,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-6c,1.6675641351282702,0.782181818,August,NA,NA,NA,NA
M1,CorteMadera,T2,12,a,2025-07-10,2025-08-07,2025,2.498760679,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-12a,1.664820929641859,0.778909091,August,NA,NA,NA,NA
M1,CorteMadera,T2,12,b,2025-07-10,2025-08-07,2025,2.83295799,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-12b,1.6651257302514604,0.779272727,August,NA,NA,NA,NA
