Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,Bio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area
M1,SanPablo,1,24,b,2025-07-11,2025-08-08,2025,3.67403713,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,1,24,c,2025-07-11,2025-08-08,2025,3.349158944,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,1,48,a,2025-07-11,2025-08-08,2025,1.80976293,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M1,SanPablo,1,48,b,2025-07-11,2025-08-08,2025,2.644554467,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M1,SanPablo,1,48,c,2025-07-11,2025-08-08,2025,2.149125058,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M1,SanPablo,2,0.5,a,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,0.5,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,0.5,c,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,1,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,2,a,2025-07-11,2025-08-08,2025,42.4775842,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,2,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,2,c,2025-07-11,2025-08-08,2025,22.4179983,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,6,a,2025-07-11,2025-08-08,2025,3.992739992,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,6,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,6,c,2025-07-11,2025-08-08,2025,6.085894157,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M1,SanPablo,2,12,a,2025-07-11,2025-08-08,2025,8.406075692,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,2,12,b,2025-07-11,2025-08-08,2025,8.975328293,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,2,12,c,2025-07-11,2025-08-08,2025,7.346614638,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,2,24,a,2025-07-11,2025-08-08,2025,3.535092338,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,2,24,b,2025-07-11,2025-08-08,2025,2.837168439,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,2,24,c,2025-07-11,2025-08-08,2025,2.099104933,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M1,SanPablo,2,48,a,2025-07-11,2025-08-08,2025,3.15104332,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M1,SanPablo,2,48,b,2025-07-11,2025-08-08,2025,3.240136404,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M1,SanPablo,2,48,c,2025-07-11,2025-08-08,2025,2.801744534,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M2,SanPablo,1,0.5,a,2025-08-08,2025-09-08,2025,61.00069876,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,0.5,b,2025-08-08,2025-09-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,0.5,c,2025-08-08,2025-09-08,2025,NA,1,0,0,0,0,0,0,0,1,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,2,a,2025-08-08,2025-09-08,2025,12.37816004,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,2,b,2025-08-08,2025-09-08,2025,28.59662555,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,2,c,2025-08-08,2025-09-08,2025,24.94170295,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,6,a,2025-08-08,2025-09-08,2025,4.013569486,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,6,b,2025-08-08,2025-09-08,2025,3.550771504,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,6,c,2025-08-08,2025-09-08,2025,6.33587526,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,1,12,a,2025-08-08,2025-09-08,2025,1.978211645,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,1,12,b,2025-08-08,2025-09-08,2025,1.896675636,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,1,12,c,2025-08-08,2025-09-08,2025,2.225253584,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,1,24,a,2025-08-08,2025-09-08,2025,2.02775187,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,1,24,b,2025-08-08,2025-09-08,2025,2.154112402,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,1,24,c,2025-08-08,2025-09-08,2025,1.330740687,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,1,48,a,2025-08-08,2025-09-08,2025,0.815715037,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M2,SanPablo,1,48,b,2025-08-08,2025-09-08,2025,1.973140998,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M2,SanPablo,1,48,c,2025-08-08,2025-09-08,2025,1.074115225,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M2,SanPablo,2,0.5,a,2025-08-08,2025-09-08,2025,4.539192789,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,0.5,b,2025-08-08,2025-09-08,2025,18.2150329,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,0.5,c,2025-08-08,2025-09-08,2025,9.070982434,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,2,a,2025-08-08,2025-09-08,2025,61.06038028,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,2,b,2025-08-08,2025-09-08,2025,30.66473977,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,2,c,2025-08-08,2025-09-08,2025,24.38377962,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,6,a,2025-08-08,2025-09-08,2025,2.192852147,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,6,b,2025-08-08,2025-09-08,2025,4.421705891,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,6,c,2025-08-08,2025-09-08,2025,6.49935293,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M2,SanPablo,2,12,a,2025-08-08,2025-09-08,2025,3.04127286,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,2,12,b,2025-08-08,2025-09-08,2025,3.9949095039999998,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,2,12,c,2025-08-08,2025-09-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,2,24,a,2025-08-08,2025-09-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,2,24,b,2025-08-08,2025-09-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,2,24,c,2025-08-08,2025-09-08,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M2,SanPablo,2,48,a,2025-08-08,2025-09-08,2025,2.252178721,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M2,SanPablo,2,48,b,2025-08-08,2025-09-08,2025,3.409655389,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M2,SanPablo,2,48,c,2025-08-08,2025-09-08,2025,2.236206182,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M3,SanPablo,1,0.5,a,2025-09-08,2025-10-06,2025,30.40695892,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,0.5,b,2025-09-08,2025-10-06,2025,24.99181724,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,0.5,c,2025-09-08,2025-10-06,2025,26.08591625,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,2,a,2025-09-08,2025-10-06,2025,30.16307105,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,2,b,2025-09-08,2025-10-06,2025,34.47290458,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,2,c,2025-09-08,2025-10-06,2025,4.752080296,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,6,a,2025-09-08,2025-10-06,2025,7.001900562,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,6,b,2025-09-08,2025-10-06,2025,3.798217283,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,6,c,2025-09-08,2025-10-06,2025,1.092695526,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,1,12,a,2025-09-08,2025-10-06,2025,1.490442536,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,1,12,b,2025-09-08,2025-10-06,2025,7.695969562,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,1,12,c,2025-09-08,2025-10-06,2025,7.777932955,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,1,24,a,2025-09-08,2025-10-06,2025,3.561646232,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,1,24,b,2025-09-08,2025-10-06,2025,4.802100421,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,1,24,c,2025-09-08,2025-10-06,2025,4.224988316,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,1,48,a,2025-09-08,2025-10-06,2025,0.623932289,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M3,SanPablo,1,48,b,2025-09-08,2025-10-06,2025,2.12700617,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M3,SanPablo,1,48,c,2025-09-08,2025-10-06,2025,1.475565619,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M3,SanPablo,2,0.5,a,2025-09-08,2025-10-06,2025,12.48886314,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,0.5,b,2025-09-08,2025-10-06,2025,24.32359104,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,0.5,c,2025-09-08,2025-10-06,2025,67.236704,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,2,a,2025-09-08,2025-10-06,2025,16.9866885,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,2,b,2025-09-08,2025-10-06,2025,39.68717981,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,2,c,2025-09-08,2025-10-06,2025,27.12791798,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,6,a,2025-09-08,2025-10-06,2025,1.941877439,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,6,b,2025-09-08,2025-10-06,2025,7.936189669,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,6,c,2025-09-08,2025-10-06,2025,7.795167723,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge
M3,SanPablo,2,12,a,2025-09-08,2025-10-06,2025,9.786092206,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,2,12,b,2025-09-08,2025-10-06,2025,10.14695569,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,2,12,c,2025-09-08,2025-10-06,2025,10.95828099,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,2,24,a,2025-09-08,2025-10-06,2025,3.100293384,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,2,24,b,2025-09-08,2025-10-06,2025,2.040720051,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,2,24,c,2025-09-08,2025-10-06,2025,3.186186528,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform
M3,SanPablo,2,48,a,2025-09-08,2025-10-06,2025,2.720903928,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M3,SanPablo,2,48,b,2025-09-08,2025-10-06,2025,2.604695557,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M3,SanPablo,2,48,c,2025-09-08,2025-10-06,2025,2.204141581,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland
M4,SanPablo,1,0.5,a,2025-10-06,2025-11-03,2025,-0.520299123,0,0,0,0,0,0,0,0,1,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,0.5,b,2025-10-06,2025-11-03,2025,-1.200819837,0,0,0,0,0,1,0,0,1,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,0.5,c,2025-10-06,2025-11-03,2025,0.566670193,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,2,a,2025-10-06,2025-11-03,2025,3.528243342,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,2,b,2025-10-06,2025-11-03,2025,1.962798689,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,2,c,2025-10-06,2025-11-03,2025,-2.182191111,0,0,0,0,0,0,0,0,1,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,6,a,2025-10-06,2025-11-03,2025,2.321921853,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,6,b,2025-10-06,2025-11-03,2025,2.115666029,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,6,c,2025-10-06,2025-11-03,2025,NA,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,1,12,a,2025-10-06,2025-11-03,2025,1.200932115,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,1,12,b,2025-10-06,2025-11-03,2025,1.048738446,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,1,12,c,2025-10-06,2025-11-03,2025,NA,0,0,0,0,0,0,0,0,NA,#VALUE!,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,1,24,a,2025-10-06,2025-11-03,2025,1.342010201,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,1,24,b,2025-10-06,2025-11-03,2025,2.257417786,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,1,24,c,2025-10-06,2025-11-03,2025,0.9988306,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,1,48,a,2025-10-06,2025-11-03,2025,0.753726373,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland
M4,SanPablo,1,48,b,2025-10-06,2025-11-03,2025,1.262123963,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland
M4,SanPablo,1,48,c,2025-10-06,2025-11-03,2025,1.220749292,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland
M4,SanPablo,2,0.5,a,2025-10-06,2025-11-03,2025,1.549276533,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,0.5,b,2025-10-06,2025-11-03,2025,0.152755062,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,0.5,c,2025-10-06,2025-11-03,2025,-0.572845517,0,0,0,0,0,0,0,0,1,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,2,a,2025-10-06,2025-11-03,2025,17.61982763,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,2,b,2025-10-06,2025-11-03,2025,1.995134931,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,2,c,2025-10-06,2025-11-03,2025,1.146813821,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,6,a,2025-10-06,2025-11-03,2025,3.077220127,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,6,b,2025-10-06,2025-11-03,2025,2.298399482,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,6,c,2025-10-06,2025-11-03,2025,4.883277863,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M4,SanPablo,2,12,a,2025-10-06,2025-11-03,2025,1.02078107,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,2,12,b,2025-10-06,2025-11-03,2025,1.120484484,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,2,12,c,2025-10-06,2025-11-03,2025,1.325729801,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,2,24,a,2025-10-06,2025-11-03,2025,1.508519394,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,2,24,b,2025-10-06,2025-11-03,2025,1.6804741,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,2,24,c,2025-10-06,2025-11-03,2025,1.621976939,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform
M4,SanPablo,2,48,a,2025-10-06,2025-11-03,2025,0.664970125,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland
M4,SanPablo,2,48,b,2025-10-06,2025-11-03,2025,2.422691914,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland
M4,SanPablo,2,48,c,2025-10-06,2025-11-03,2025,1.427734927,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland
M5,SanPablo,1,0.5,a,2025-11-03,2025-12-02,2025,1.029378128,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,0.5,b,2025-11-03,2025-12-02,2025,0.504742727,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,0.5,c,2025-11-03,2025-12-02,2025,1.126456545,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,2,a,2025-11-03,2025-12-02,2025,1.699116222,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,2,b,2025-11-03,2025-12-02,2025,1.41210884,0,0,0,0,1,0,0,0,0,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,2,c,2025-11-03,2025-12-02,2025,0.929210112,0,0,0,0,1,0,0,0,0,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,6,a,2025-11-03,2025-12-02,2025,4.616997501,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,6,b,2025-11-03,2025-12-02,2025,2.852078265,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
M5,SanPablo,1,6,c,2025-11-03,2025-12-02,2025,2.231882144,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge
